This file was created by CMPT_ME_PRIOR_RETS using the 201509 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from - 1 to - 1.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
198605     57.10     81.24     81.30   2454.69   2301.44   2389.84
198606     57.99    105.49     84.46   2070.78   2785.94   2354.48
198607     63.03     83.10     83.07   1739.44   2842.45   2553.76
198608     63.38     85.64     60.41   1431.71   2611.51   2628.68
198609     53.90    102.64     83.24   1804.12   2855.98   2531.86
198610     58.54     80.69     60.01   2572.07   2272.54   1959.70
198611     52.24     89.75     78.58   1749.31   2762.64   2493.27
198612     59.26     75.90     70.68   1427.88   2687.59   3106.73
198701     53.76     74.10     76.15   1864.31   2768.42   2469.12
198702     56.81     91.46     76.07   1805.04   3047.51   2889.50
198703     54.46     95.59     86.67   3246.09   2939.45   2215.99
198704     70.51     89.19     78.03   2204.92   3078.52   3405.83
198705     71.19     80.38     75.03   1970.37   3021.63   3287.77
198706     67.91     84.38     71.96   2038.99   3439.53   2589.65
198707     59.51    104.46     87.74   1971.16   3460.17   3019.66
198708     62.02    107.23     83.82   2824.63   3428.39   3078.50
198709     58.69     86.58     99.77   2172.81   3719.26   3216.84
198710     69.13     86.81     79.85   3097.47   3292.42   3122.83
198711     48.77     63.18     49.87   1100.64   2130.16   3286.24
198712     42.40     66.19     47.27   2643.35   2546.37   1397.78
198801     33.02     76.45     75.43   1844.64   3150.68   1841.68
198802     51.50     71.19     48.68   2397.67   2752.31   2259.28
198803     38.37     81.57     69.24   3346.33   2710.98   1606.56
198804     44.68     71.90     64.95   3592.15   2272.92   1629.07
198805     51.59     70.15     67.30   1782.09   2931.86   2741.23
198806     53.35     73.04     60.34   1694.40   2813.08   2861.96
198807     42.20     88.18     81.11   3291.50   2636.43   2198.56
198808     56.71     69.38     66.59   1750.19   2983.39   3051.12
198809     54.34     69.27     65.83   2554.66   3080.54   1918.66
198810     46.92    100.76     74.20   2205.71   2768.39   3061.71
198811     52.28     78.10     66.64   1412.22   3134.28   3172.63
198812     47.57     88.68     60.25   1542.60   2965.07   2900.98
198901     51.47     70.80     72.06   2609.99   3239.45   1984.50
198902     57.94     85.77     63.68   1729.72   3565.77   2814.21
198903     51.62     76.72     74.36   4118.83   2569.97   1759.40
198904     53.67     80.97     73.14   2444.33   2744.89   3575.51
198905     46.53    104.76     81.86   2488.75   3342.59   2792.81
198906     50.86    103.96     86.61   2658.48   3483.54   2874.40
198907     64.41     75.47     74.73   2337.24   4103.08   2295.64
198908     55.31    103.76     84.72   1937.59   3093.52   4255.15
198909     56.06     86.31     86.49   3988.47   3553.08   2714.89
198910     59.66     86.32     80.70   2993.96   3150.19   3884.97
198911     59.43     89.15     65.48   1720.07   3297.47   4018.89
198912     54.27     83.02     83.72   2082.17   3862.61   3332.03
199001     53.54     79.81     84.18   2581.40   3206.84   4075.09
199002     68.94     85.71     49.01   2776.40   3183.73   3430.84
199003     48.12     73.77     78.57   2839.90   3784.36   2583.42
199004     52.19     76.00     79.77   2533.13   3754.64   3166.04
199005     54.37     88.41     60.15   1577.40   3473.58   3789.69
199006     47.57    101.86     89.92   2178.48   3945.87   3190.26
199007     57.18     81.98     72.18   2831.87   3690.23   3265.06
199008     61.17     74.99     66.07   2173.59   3341.68   4154.56
199009     52.60     73.45     52.44   1755.95   3271.30   3458.46
199010     49.66     61.49     48.16   1530.62   3387.94   3101.12
199011     41.02     51.60     56.95   1415.14   3136.77   3197.07
199012     30.21     75.77     75.63   3202.25   3763.74   1862.99
199101     35.24     61.92     74.39   2623.11   4065.99   1885.71
199102     39.08     77.72     62.71   3828.34   3483.32   1846.38
199103     45.40     94.55     64.21   3621.27   3728.07   2466.13
199104     59.95     70.52     71.03   3106.18   4238.07   2510.67
199105     64.00     73.64     69.18   2795.32   4321.19   2688.69
199106     50.31    106.01     80.83   3849.25   3514.34   3473.86
199107     63.61     90.39     61.94   2622.31   3940.90   3201.39
199108     58.99     74.25     85.82   2670.69   4198.51   3233.57
199109     56.28     81.78     88.66   3115.67   4194.77   3091.85
199110     60.54     77.26     86.76   3566.77   4059.92   2838.88
199111     61.62     84.26     86.58   2477.56   4558.74   3027.17
199112     72.98     77.91     70.57   2623.08   3981.98   3380.48
199201     48.76    111.40    122.46   2330.23   3721.24   4512.57
199202     93.11     98.61     75.57   5393.80   3078.17   2205.01
199203     85.99     98.28     84.02   3992.24   4345.66   2498.63
199204     85.96     94.52     85.29   2540.53   4787.49   3090.85
199205     77.07     96.57     86.26   2102.27   3944.41   4518.21
199206     71.72     94.99     91.79   2614.62   4843.16   3107.05
199207     68.49     89.78     92.62   3027.32   3569.06   4238.66
199208     63.52    114.38     98.40   3119.37   4518.36   3412.48
199209     72.21     94.33     85.96   2875.82   4057.39   3936.80
199210     63.51     99.24     95.32   3986.18   4293.72   2961.47
199211     66.21    102.84     98.07   4373.29   4251.77   2666.28
199212     62.35    121.65    105.39   4073.35   4655.97   2339.85
199301     84.17    111.89     98.51   4129.09   4569.52   2815.45
199302    101.98    119.21     89.00   4292.38   4337.20   2865.12
199303     88.22    116.69     94.29   3159.82   4193.83   4445.02
199304     87.08    115.77    109.01   4127.26   4965.91   2836.13
199305     90.26    116.08     93.40   3740.13   3945.99   4228.95
199306     81.41    114.45    113.74   3377.07   4726.36   3514.49
199307     91.76    113.35    108.55   3956.46   4571.37   3446.83
199308     90.98    115.08    109.60   3976.41   4618.46   3127.61
199309     84.56    130.85    121.61   3817.84   5021.46   3121.24
199310     88.43    125.59    115.07   4303.15   4499.10   3321.37
199311    105.45    126.43    109.39   3188.18   4843.73   4076.64
199312    103.89    118.01    113.24   2725.40   4548.74   4654.87
199401     85.56    124.46    147.42   4817.12   4836.90   2585.20
199402    118.57    128.11    104.23   3612.47   4645.36   4179.52
199403    101.56    127.89    117.06   4684.05   4419.03   3127.80
199404    104.12    133.85     93.85   2815.18   4996.92   3266.17
199405     85.53    129.38    116.69   3029.81   4233.82   4180.43
199406     95.45    117.67    102.64   2668.80   3937.72   4874.62
199407     86.86    117.90    107.95   3752.40   4215.41   3278.00
199408     89.35    119.38    107.97   3134.73   4599.63   3585.49
199409     76.90    137.08    133.96   4445.28   4148.65   3685.51
199410     98.85    123.34    103.02   3888.79   4526.65   3255.48
199411     94.35    118.88    112.04   2526.59   4625.91   4261.07
199412     83.34    122.83    102.71   2969.79   3960.61   4412.27
199501     72.72    121.05    138.58   3262.55   4787.27   2899.78
199502    108.03    116.38     83.24   2684.48   4261.01   4470.75
199503     77.68    146.28    111.91   4277.66   4995.74   2978.94
199504     91.83    117.08    117.20   2756.01   5127.07   3769.74
199505     92.54    121.73    114.75   3065.99   4891.90   4504.65
199506     96.64    128.31    111.75   2389.85   5414.97   4482.17
199507     91.92    126.08    125.76   3915.02   5683.52   3355.85
199508     99.58    124.88    140.49   4585.83   5423.12   3503.57
199509    110.82    142.22    124.15   5427.71   4504.20   3836.57
199510    112.95    141.45    128.51   3095.72   4491.59   6060.64
199511    107.71    136.61    118.95   3274.21   4260.65   5909.71
199512     89.43    158.37    156.81   4052.99   5887.41   4013.43
199601    100.55    136.31    151.39   3829.62   5563.37   5069.85
199602    128.87    135.28    115.64   2874.47   5817.88   5757.88
199603    110.65    139.23    140.52   5445.35   5286.32   4733.41
199604    118.48    144.14    143.50   5418.62   5818.52   3994.75
199605    111.79    147.95    158.31   4930.01   6717.56   3526.00
199606    142.51    162.39    148.25   3523.83   6314.41   5880.53
199607    134.45    153.77    150.31   3390.56   6315.65   5875.63
199608    123.49    143.76    134.22   3439.76   5860.00   5689.68
199609    103.52    161.05    161.91   6213.68   6345.92   3344.16
199610    117.06    146.18    168.80   3416.52   5719.96   6142.73
199611    120.54    151.18    149.61   3565.68   5813.22   6837.31
199612    115.15    167.96    164.86   3296.84   6444.63   6773.93
199701    105.81    161.46    173.23   7611.10   5406.42   3697.39
199702    156.59    156.61    128.85   3199.35   6161.27   8135.81
199703    139.06    149.55    140.59   4754.69   6952.75   6070.96
199704    124.02    144.38    142.21   6007.16   6269.82   4850.10
199705    109.18    150.84    159.58   3498.11   5380.14   8475.98
199706     90.28    180.29    185.89   7446.76   7510.38   4025.13
199707    117.39    172.34    178.03   5702.95   7713.89   6016.74
199708    131.64    185.95    174.08   5132.99   8026.16   7312.90
199709    137.60    188.05    164.62  11344.40   5087.55   3342.73
199710    143.39    206.23    189.99   6195.92   9166.64   5776.03
199711    165.73    192.02    158.79   5990.99   7972.45   6735.38
199712    144.62    189.90    185.40   4221.69   6835.38   9829.56
199801    128.76    199.51    226.39   6397.40   9479.04   6036.18
199802    163.16    182.65    159.53   4869.49   8024.57   9216.87
199803    135.65    213.45    208.72   7706.42   8978.43   6993.47
199804    152.65    227.79    197.77   7452.89   8551.91   8962.12
199805    171.05    216.89    187.08   6734.70   9740.26   8479.25
199806    175.00    216.70    162.96   5262.07   8443.49  11570.24
199807    132.42    189.60    243.09   4664.06   8170.98  10967.68
199808    160.42    172.67    150.45   4084.72   7617.67  12343.34
199809    117.17    142.51    129.94   4328.73   7586.57   9501.57
199810     99.25    138.70    172.18   5756.88   7845.56   8402.46
199811    105.48    159.10    168.73   4806.92  10900.50   7549.44
199812    115.62    166.39    161.42   5005.88  10433.60   8980.04
199901    104.20    166.76    193.85   7721.19   8089.80  10450.11
199902    176.66    157.80    127.95   4416.02   8360.79  13308.53
199903    143.45    150.82    115.38   6837.33   8971.39  10413.30
199904    111.52    144.05    177.25   6404.57   8542.13  11938.37
199905    125.13    169.18    182.87  13882.75   8538.62   7940.35
199906    137.97    161.89    172.52  12861.22   9374.85   6425.53
199907    119.35    172.37    223.60   8085.76  10125.32  12179.56
199908    172.36    170.81    158.23   9584.03  12504.16   7096.97
199909    144.09    166.13    170.68   6185.77   9520.18  12543.81
199910    128.11    150.39    195.21   8370.53  10748.38   8812.33
199911    135.67    154.17    166.39   5108.79   8829.91  12371.99
199912    129.37    158.92    173.97   6847.35  13217.26   8606.73
200001    129.28    171.16    201.69   9697.36  10352.71  10435.72
200002    224.57    161.94    136.92   8633.01   9726.80  10539.81
200003    166.19    143.62    180.44   9169.16  11128.71   8371.14
200004    158.57    188.68    230.37   6474.38  13838.67  11202.34
200005    161.35    168.66    215.50   9278.04  14724.66   8398.36
200006    157.02    170.07    187.19  10942.90  12151.67   9093.94
200007    154.21    152.05    201.30   7397.82  12656.61  11154.26
200008    169.01    165.49    191.68  10738.81  13292.51   8698.39
200009    152.82    183.25    219.78   9297.84  14039.12  11329.43
